CustomerID,TotalRevenue,TotalOrders,TotalQuantity,FirstPurchase,LastPurchase,Country,Region,AcquisitionChannel,SubscriptionPlan,AverageOrderValue,CustomerLifespanDays,CustomerLifespanMonths,PurchaseFrequencyPerMonth,HistoricalCLTV,CLTVDifference,CLTVSegment,CLTVSegmentSort
C00390,2364.74,1,4,2025-06-16,2025-06-16,Canada,Central,Paid Search,Standard,2364.74,0,1.0,1.0,2364.74,0.0,Medium Value,2
C00391,5291.370000000001,3,14,2025-11-04,2025-12-26,United States,Central,Affiliate,Basic,1763.79,52,1.71,1.75,5278.14,-13.23,High Value,3
C00392,16489.35,3,10,2025-05-12,2025-07-09,India,South,Paid Search,Standard,5496.45,58,1.91,1.57,16482.2,-7.15,Very High Value,4
C00393,56501.155,11,40,2025-06-10,2026-02-05,Australia,West,Referral,Standard,5136.47,240,7.88,1.4,56665.54,164.39,Very High Value,4
C00394,11872.666,3,10,2025-04-07,2025-05-11,India,East,Referral,Standard,3957.56,34,1.12,2.68,11879.01,6.34,Very High Value,4
C00395,11920.498,2,5,2026-06-02,2026-06-02,India,North,Referral,Premium,5960.25,0,1.0,2.0,11920.5,0.0,Very High Value,4
C00396,45567.792,6,21,2026-03-06,2026-06-07,India,North,Email,Premium,7594.63,93,3.06,1.96,45549.55,-18.24,Very High Value,4
C00398,557.88,1,2,2026-01-02,2026-01-02,United Kingdom,West,Affiliate,Basic,557.88,0,1.0,1.0,557.88,0.0,Low Value,1
C00399,2090.3325000000004,1,3,2025-08-20,2025-08-20,United States,Central,Organic Search,Standard,2090.33,0,1.0,1.0,2090.33,-0.0,Low Value,1
C00400,81632.454,12,27,2025-09-22,2026-04-25,United States,West,Referral,Premium,6802.7,215,7.06,1.7,81646.01,13.56,Very High Value,4
C00401,1874.06,1,2,2025-03-10,2025-03-10,India,South,Social Media,Standard,1874.06,0,1.0,1.0,1874.06,0.0,Low Value,1
C00402,879.5049999999999,2,4,2025-05-27,2025-06-21,India,North,Referral,Basic,439.75,25,1.0,2.0,879.5,-0.0,Low Value,1
C00403,73414.391,8,28,2026-01-18,2026-06-08,United Kingdom,North,Organic Search,Premium,9176.8,141,4.63,1.73,73505.25,90.86,Very High Value,4
C00404,751.792,1,4,2025-03-02,2025-03-02,United Kingdom,West,Paid Search,Basic,751.79,0,1.0,1.0,751.79,-0.0,Low Value,1
C00405,18083.754,14,44,2025-04-18,2025-11-09,United Kingdom,West,Organic Search,Basic,1291.7,205,6.73,2.08,18081.73,-2.02,Very High Value,4
C00406,19668.542999999998,3,7,2025-02-20,2025-03-30,India,North,Referral,Premium,6556.18,38,1.25,2.4,19668.54,-0.0,Very High Value,4
C00407,11861.22,3,9,2025-11-04,2025-12-10,Australia,North,Social Media,Standard,3953.74,36,1.18,2.54,11850.15,-11.07,Very High Value,4
C00409,1321.4175,2,6,2025-05-26,2025-07-04,Australia,West,Email,Basic,660.71,39,1.28,1.56,1319.31,-2.11,Low Value,1
C00410,10430.990000000002,2,8,2025-10-25,2025-11-23,United States,West,Referral,Standard,5215.5,29,1.0,2.0,10431.0,0.01,High Value,3
C00411,13278.625,1,5,2026-01-31,2026-01-31,India,North,Organic Search,Premium,13278.62,0,1.0,1.0,13278.62,-0.0,Very High Value,4
C00412,27007.92,6,21,2025-08-21,2025-12-09,India,North,Organic Search,Standard,4501.32,110,3.61,1.66,26974.61,-33.31,Very High Value,4
C00413,2841.6155,2,6,2025-08-16,2025-08-31,India,East,Affiliate,Basic,1420.81,15,1.0,2.0,2841.62,0.0,Medium Value,2
C00414,2632.91,2,7,2025-09-14,2025-10-10,Australia,Central,Organic Search,Basic,1316.46,26,1.0,2.0,2632.92,0.01,Medium Value,2
C00416,2609.71,3,10,2025-05-29,2025-07-06,United States,South,Organic Search,Basic,869.9,38,1.25,2.4,2609.7,-0.01,Medium Value,2
C00417,620.1,1,2,2025-01-09,2025-01-09,India,West,Affiliate,Basic,620.1,0,1.0,1.0,620.1,0.0,Low Value,1
C00418,1810.0,1,5,2025-04-26,2025-04-26,United Kingdom,Central,Social Media,Basic,1810.0,0,1.0,1.0,1810.0,0.0,Low Value,1
C00419,3893.11,2,8,2025-07-30,2025-08-08,United Kingdom,Central,Social Media,Basic,1946.56,9,1.0,2.0,3893.12,0.01,Medium Value,2
C00420,5371.8,2,10,2025-06-01,2025-06-02,United States,North,Paid Search,Standard,2685.9,1,1.0,2.0,5371.8,0.0,High Value,3
C00422,590.3520000000001,1,2,2025-06-11,2025-06-11,India,North,Social Media,Basic,590.35,0,1.0,1.0,590.35,-0.0,Low Value,1
C00423,7887.030000000001,4,9,2026-02-28,2026-06-03,Australia,East,Organic Search,Standard,1971.76,95,3.12,1.28,7874.42,-12.61,High Value,3
C00424,1227.87,1,3,2025-11-28,2025-11-28,India,North,Organic Search,Basic,1227.87,0,1.0,1.0,1227.87,0.0,Low Value,1
C00425,1926.9675000000002,2,6,2026-03-31,2026-05-01,India,East,Email,Basic,963.48,31,1.02,1.96,1926.19,-0.78,Low Value,1
C00426,20485.525999999998,6,16,2025-12-27,2026-03-03,India,South,Affiliate,Standard,3414.25,66,2.17,2.76,20448.63,-36.9,Very High Value,4
C00427,835.812,1,2,2025-09-12,2025-09-12,Australia,West,Paid Search,Basic,835.81,0,1.0,1.0,835.81,-0.0,Low Value,1
C00428,2636.696,2,5,2025-09-18,2025-10-09,India,South,Affiliate,Basic,1318.35,21,1.0,2.0,2636.7,0.0,Medium Value,2
C00429,69249.5855,10,31,2025-07-28,2026-01-28,India,Central,Organic Search,Premium,6924.96,184,6.04,1.66,69432.42,182.83,Very High Value,4
C00430,2309.64,2,7,2026-02-21,2026-03-07,Australia,West,Social Media,Basic,1154.82,14,1.0,2.0,2309.64,0.0,Medium Value,2
C00431,1397.385,1,3,2026-04-13,2026-04-13,United States,West,Email,Basic,1397.38,0,1.0,1.0,1397.38,-0.0,Low Value,1
C00432,4858.09,3,8,2025-05-18,2025-06-24,United States,West,Email,Basic,1619.36,37,1.22,2.46,4860.02,1.93,Medium Value,2
C00433,2268.81,1,1,2025-09-09,2025-09-09,India,Central,Email,Premium,2268.81,0,1.0,1.0,2268.81,0.0,Medium Value,2
C00434,17506.845999999998,6,17,2025-10-16,2026-02-13,United States,East,Organic Search,Standard,2917.81,120,3.94,1.52,17474.18,-32.67,Very High Value,4
C00435,2098.85,1,5,2026-05-10,2026-05-10,United Kingdom,South,Organic Search,Basic,2098.85,0,1.0,1.0,2098.85,0.0,Low Value,1
C00436,3029.7960000000003,1,4,2025-02-03,2025-02-03,Australia,West,Social Media,Basic,3029.8,0,1.0,1.0,3029.8,0.0,Medium Value,2
C00437,14015.772,4,15,2025-03-08,2025-05-07,India,East,Organic Search,Standard,3503.94,60,1.97,2.03,14012.61,-3.16,Very High Value,4
C00438,2759.4320000000002,2,6,2026-01-11,2026-02-15,India,West,Social Media,Basic,1379.72,35,1.15,1.74,2760.82,1.39,Medium Value,2
C00439,3099.492,1,3,2025-12-29,2025-12-29,Australia,East,Social Media,Standard,3099.49,0,1.0,1.0,3099.49,-0.0,Medium Value,2
C00440,11744.75,1,5,2026-05-12,2026-05-12,Canada,North,Affiliate,Standard,11744.75,0,1.0,1.0,11744.75,0.0,High Value,3
C00441,1445.8000000000002,1,5,2025-07-02,2025-07-02,India,South,Social Media,Basic,1445.8,0,1.0,1.0,1445.8,-0.0,Low Value,1
C00442,4022.3435,4,12,2026-01-18,2026-05-09,India,East,Email,Basic,1005.59,111,3.65,1.1,4037.44,15.1,Medium Value,2
C00443,9176.2015,8,25,2025-01-31,2025-06-03,United States,North,Referral,Basic,1147.03,123,4.04,1.98,9175.32,-0.88,High Value,3
C00444,32699.285499999998,10,28,2025-05-21,2025-10-03,India,Central,Social Media,Standard,3269.93,135,4.43,2.26,32737.89,38.6,Very High Value,4
C00445,47610.3865,15,45,2025-05-10,2026-01-21,India,South,Referral,Standard,3174.03,256,8.41,1.78,47514.59,-95.8,Very High Value,4
C00446,5416.4915,4,14,2026-02-01,2026-05-02,India,South,Email,Basic,1354.12,90,2.96,1.35,5411.06,-5.43,High Value,3
C00447,4827.915,1,3,2025-05-15,2025-05-15,United Kingdom,North,Organic Search,Standard,4827.92,0,1.0,1.0,4827.92,0.01,Medium Value,2
C00448,4010.36,1,2,2025-08-28,2025-08-28,India,West,Paid Search,Standard,4010.36,0,1.0,1.0,4010.36,0.0,Medium Value,2
C00449,6388.4235,2,6,2025-12-07,2025-12-13,United Kingdom,West,Paid Search,Standard,3194.21,6,1.0,2.0,6388.42,-0.0,High Value,3
C00450,9624.74,3,6,2026-03-27,2026-05-21,United States,South,Social Media,Standard,3208.25,55,1.81,1.66,9639.51,14.77,High Value,3
C00451,2598.777,2,7,2025-11-21,2025-12-27,India,South,Email,Basic,1299.39,36,1.18,1.69,2591.24,-7.54,Medium Value,2
C00453,14526.589499999998,5,15,2025-08-18,2025-10-23,United States,Central,Organic Search,Standard,2905.32,66,2.17,2.3,14500.45,-26.14,Very High Value,4
C00455,1305.6325,1,5,2025-02-21,2025-02-21,India,North,Referral,Basic,1305.63,0,1.0,1.0,1305.63,-0.0,Low Value,1
C00456,11296.45,4,11,2025-11-04,2025-12-15,India,West,Social Media,Standard,2824.11,41,1.35,2.96,11285.14,-11.31,High Value,3
C00458,3884.759,1,2,2025-01-27,2025-01-27,India,Central,Paid Search,Standard,3884.76,0,1.0,1.0,3884.76,0.0,Medium Value,2
C00459,27734.9515,7,22,2026-02-22,2026-06-21,India,Central,Referral,Standard,3962.14,119,3.91,1.79,27730.62,-4.33,Very High Value,4
C00460,24613.2205,8,24,2025-11-01,2026-04-24,India,East,Referral,Standard,3076.65,174,5.72,1.4,24637.81,24.59,Very High Value,4
C00461,32252.606,3,9,2025-09-06,2025-11-05,India,West,Social Media,Premium,10750.87,60,1.97,1.52,32192.41,-60.2,Very High Value,4
C00462,687.808,2,5,2025-06-13,2025-06-25,India,North,Referral,Basic,343.9,12,1.0,2.0,687.8,-0.01,Low Value,1
C00463,2691.4049999999997,2,6,2025-08-20,2025-09-05,United States,North,Referral,Basic,1345.7,16,1.0,2.0,2691.4,-0.0,Medium Value,2
C00464,1706.7150000000001,3,7,2025-10-30,2025-11-10,United Kingdom,Central,Email,Basic,568.91,11,1.0,3.0,1706.73,0.01,Low Value,1
C00465,17254.135,4,12,2025-04-19,2025-05-23,United Kingdom,North,Referral,Standard,4313.53,34,1.12,3.57,17247.22,-6.91,Very High Value,4
C00466,3687.25,1,5,2025-04-10,2025-04-10,India,East,Paid Search,Basic,3687.25,0,1.0,1.0,3687.25,0.0,Medium Value,2
C00468,519.606,1,1,2025-02-12,2025-02-12,United States,South,Affiliate,Basic,519.61,0,1.0,1.0,519.61,0.0,Low Value,1
C00469,3261.806,1,4,2025-06-18,2025-06-18,India,West,Referral,Standard,3261.81,0,1.0,1.0,3261.81,0.0,Medium Value,2
C00470,43235.4055,4,11,2025-08-23,2025-10-17,United Kingdom,North,Paid Search,Premium,10808.85,55,1.81,2.21,43236.48,1.07,Very High Value,4
C00471,29839.696500000002,11,30,2025-10-07,2026-06-07,India,East,Referral,Standard,2712.7,243,7.98,1.38,29873.34,33.64,Very High Value,4
C00472,3299.0969999999998,4,11,2026-03-31,2026-06-05,United States,North,Referral,Basic,824.77,66,2.17,1.84,3293.14,-5.96,Medium Value,2
C00473,107611.651,13,40,2025-07-23,2026-03-15,India,Central,Referral,Premium,8277.82,235,7.72,1.68,107360.01,-251.64,Very High Value,4
C00475,20315.57,5,16,2025-10-01,2025-12-19,India,North,Referral,Standard,4063.11,79,2.6,1.92,20283.05,-32.52,Very High Value,4
C00476,406.385,1,1,2025-01-23,2025-01-23,India,South,Organic Search,Basic,406.38,0,1.0,1.0,406.38,-0.0,Low Value,1
C00477,2166.65,1,5,2025-05-02,2025-05-02,Canada,South,Affiliate,Basic,2166.65,0,1.0,1.0,2166.65,0.0,Low Value,1
C00478,2081.109,3,7,2026-04-01,2026-06-03,India,East,Paid Search,Basic,693.7,63,2.07,1.45,2082.14,1.03,Low Value,1
C00479,6300.639999999999,2,6,2025-04-24,2025-05-05,United States,East,Organic Search,Standard,3150.32,11,1.0,2.0,6300.64,0.0,High Value,3
C00480,1002.6245,2,2,2025-03-07,2025-03-22,India,North,Email,Basic,501.31,15,1.0,2.0,1002.62,-0.0,Low Value,1
C00481,1382.94,1,3,2025-10-11,2025-10-11,India,North,Email,Basic,1382.94,0,1.0,1.0,1382.94,0.0,Low Value,1
C00482,3296.8260000000005,2,5,2026-04-01,2026-04-10,India,South,Social Media,Basic,1648.41,9,1.0,2.0,3296.82,-0.01,Medium Value,2
C00483,3957.403,3,7,2026-02-28,2026-03-30,India,East,Organic Search,Basic,1319.13,30,1.0,3.0,3957.39,-0.01,Medium Value,2
C00484,13804.56,2,8,2026-03-09,2026-03-15,United Kingdom,South,Referral,Standard,6902.28,6,1.0,2.0,13804.56,0.0,Very High Value,4
C00485,5116.444,3,11,2025-11-03,2025-12-25,India,South,Organic Search,Standard,1705.48,52,1.71,1.75,5103.65,-12.79,High Value,3
C00486,6350.901999999999,1,2,2025-04-05,2025-04-05,United States,Central,Affiliate,Premium,6350.9,0,1.0,1.0,6350.9,-0.0,High Value,3
C00487,4741.4255,3,9,2025-03-06,2025-04-28,United Kingdom,North,Organic Search,Basic,1580.48,53,1.74,1.72,4730.06,-11.37,Medium Value,2
C00488,5051.984,4,12,2025-06-26,2025-08-31,India,South,Referral,Basic,1263.0,66,2.17,1.84,5042.91,-9.07,High Value,3
C00490,4479.3,2,3,2025-12-26,2026-01-19,India,South,Referral,Standard,2239.65,24,1.0,2.0,4479.3,0.0,Medium Value,2
C00491,3981.657,3,10,2025-06-22,2025-09-04,India,South,Email,Basic,1327.22,74,2.43,1.23,3966.93,-14.73,Medium Value,2
C00492,10832.3105,2,4,2025-11-13,2025-12-27,Australia,North,Organic Search,Premium,5416.16,44,1.45,1.38,10837.74,5.43,High Value,3
C00493,15419.2155,5,17,2026-03-21,2026-06-19,India,West,Referral,Standard,3083.84,90,2.96,1.69,15426.6,7.38,Very High Value,4
C00494,2711.482,2,7,2026-02-23,2026-03-06,India,Central,Organic Search,Basic,1355.74,11,1.0,2.0,2711.48,-0.0,Medium Value,2
C00495,11794.67,5,13,2025-02-14,2025-04-21,India,West,Affiliate,Standard,2358.93,66,2.17,2.3,11773.42,-21.25,High Value,3
C00496,3683.46,2,3,2025-08-12,2025-08-16,India,West,Social Media,Standard,1841.73,4,1.0,2.0,3683.46,0.0,Medium Value,2
C00497,5964.903,4,10,2025-06-10,2025-08-02,India,North,Organic Search,Basic,1491.23,53,1.74,2.3,5967.9,3.0,High Value,3
C00498,5284.546,1,4,2025-12-01,2025-12-01,United Kingdom,Central,Paid Search,Premium,5284.55,0,1.0,1.0,5284.55,0.0,High Value,3
C00499,4195.04,1,1,2025-02-17,2025-02-17,United States,West,Paid Search,Premium,4195.04,0,1.0,1.0,4195.04,0.0,Medium Value,2
C00500,1250.826,1,2,2025-02-25,2025-02-25,India,North,Affiliate,Standard,1250.83,0,1.0,1.0,1250.83,0.0,Low Value,1
C00501,1684.635,1,2,2026-02-03,2026-02-03,India,South,Email,Standard,1684.64,0,1.0,1.0,1684.64,0.01,Low Value,1
C00502,15467.7045,3,10,2025-04-11,2025-05-19,India,East,Social Media,Standard,5155.9,38,1.25,2.4,15467.7,-0.0,Very High Value,4
C00503,1654.9,1,5,2025-04-15,2025-04-15,United States,East,Paid Search,Basic,1654.9,0,1.0,1.0,1654.9,0.0,Low Value,1
C00504,17106.768500000002,12,37,2025-07-09,2026-06-15,India,East,Referral,Basic,1425.56,341,11.2,1.07,17083.91,-22.86,Very High Value,4
C00505,264.5965,1,1,2025-11-28,2025-11-28,India,West,Organic Search,Basic,264.6,0,1.0,1.0,264.6,0.0,Low Value,1
C00506,10434.923999999999,2,7,2025-03-29,2025-04-09,United States,East,Paid Search,Premium,5217.46,11,1.0,2.0,10434.92,-0.0,High Value,3
C00507,14159.397,2,6,2025-03-09,2025-03-27,India,Central,Organic Search,Premium,7079.7,18,1.0,2.0,14159.4,0.0,Very High Value,4
C00508,1875.96,1,4,2025-02-14,2025-02-14,Australia,West,Social Media,Basic,1875.96,0,1.0,1.0,1875.96,0.0,Low Value,1
C00509,4817.587,3,9,2025-02-02,2025-03-18,India,West,Social Media,Basic,1605.86,44,1.45,2.07,4819.99,2.4,Medium Value,2
C00510,2339.68,1,4,2025-06-30,2025-06-30,United Kingdom,North,Paid Search,Basic,2339.68,0,1.0,1.0,2339.68,0.0,Medium Value,2
C00511,9225.441,1,3,2025-02-17,2025-02-17,Australia,Central,Organic Search,Premium,9225.44,0,1.0,1.0,9225.44,-0.0,High Value,3
C00512,5164.4445,2,6,2025-09-23,2025-10-06,India,East,Referral,Standard,2582.22,13,1.0,2.0,5164.44,-0.0,High Value,3
C00513,374.76,1,1,2025-05-02,2025-05-02,United States,East,Paid Search,Basic,374.76,0,1.0,1.0,374.76,0.0,Low Value,1
C00514,17711.208,7,18,2025-09-16,2025-12-19,United States,South,Affiliate,Standard,2530.17,94,3.09,2.27,17747.37,36.16,Very High Value,4
C00515,37437.2685,11,40,2025-03-28,2025-11-29,India,West,Organic Search,Standard,3403.39,246,8.08,1.36,37399.17,-38.1,Very High Value,4
C00516,24536.2275,7,17,2025-12-25,2026-05-27,India,East,Referral,Standard,3505.18,153,5.03,1.39,24507.17,-29.06,Very High Value,4
C00517,2583.37,2,7,2026-01-17,2026-02-23,India,South,Paid Search,Basic,1291.68,37,1.22,1.64,2584.39,1.02,Medium Value,2
C00518,1101.645,1,5,2025-02-20,2025-02-20,United States,South,Affiliate,Basic,1101.64,0,1.0,1.0,1101.64,-0.0,Low Value,1
C00519,2109.93,1,3,2026-04-27,2026-04-27,United States,West,Referral,Basic,2109.93,0,1.0,1.0,2109.93,0.0,Low Value,1
C00520,2573.84,1,2,2025-03-04,2025-03-04,India,Central,Email,Standard,2573.84,0,1.0,1.0,2573.84,0.0,Medium Value,2
C00521,5830.733499999999,5,14,2025-10-28,2026-01-04,India,South,Organic Search,Basic,1166.15,68,2.23,2.24,5825.15,-5.58,High Value,3
C00522,3950.852,2,8,2026-02-28,2026-03-18,India,East,Paid Search,Basic,1975.43,18,1.0,2.0,3950.86,0.01,Medium Value,2
C00523,7133.63,7,15,2025-04-25,2025-10-09,India,Central,Organic Search,Basic,1019.09,167,5.49,1.28,7161.35,27.72,High Value,3
C00524,8325.15,1,5,2025-06-14,2025-06-14,India,Central,Paid Search,Standard,8325.15,0,1.0,1.0,8325.15,0.0,High Value,3
C00525,11785.563999999998,3,13,2025-09-16,2025-11-11,India,North,Paid Search,Standard,3928.52,56,1.84,1.63,11782.42,-3.14,High Value,3
C00526,48843.346,7,15,2026-01-03,2026-06-06,India,North,Email,Premium,6977.62,154,5.06,1.38,48723.32,-120.03,Very High Value,4
C00527,893.5889999999999,1,2,2026-01-08,2026-01-08,India,East,Paid Search,Basic,893.59,0,1.0,1.0,893.59,0.0,Low Value,1
C00528,10221.8,2,5,2026-03-03,2026-03-26,Australia,North,Affiliate,Premium,5110.9,23,1.0,2.0,10221.8,0.0,High Value,3
C00529,7271.12,1,4,2025-10-18,2025-10-18,India,West,Paid Search,Standard,7271.12,0,1.0,1.0,7271.12,0.0,High Value,3
C00530,20409.6825,2,10,2025-02-10,2025-03-29,India,South,Referral,Premium,10204.84,47,1.54,1.3,20430.09,20.41,Very High Value,4
C00531,9561.3305,6,21,2025-12-08,2026-03-30,United Kingdom,North,Affiliate,Basic,1593.56,112,3.68,1.63,9558.81,-2.52,High Value,3
C00532,5275.950000000001,3,9,2025-01-17,2025-01-26,Canada,South,Affiliate,Basic,1758.65,9,1.0,3.0,5275.95,-0.0,High Value,3
C00533,83401.10650000001,7,25,2026-05-01,2026-06-26,India,East,Referral,Premium,11914.44,56,1.84,3.8,83305.76,-95.35,Very High Value,4
C00534,3484.3399999999997,2,8,2026-04-24,2026-05-09,India,West,Social Media,Basic,1742.17,15,1.0,2.0,3484.34,0.0,Medium Value,2
C00535,2804.958,2,6,2025-07-18,2025-08-25,India,South,Organic Search,Basic,1402.48,38,1.25,1.6,2804.96,0.0,Medium Value,2
C00536,6602.5,1,4,2025-12-08,2025-12-08,United Kingdom,South,Email,Standard,6602.5,0,1.0,1.0,6602.5,0.0,High Value,3
C00537,2435.636,3,8,2025-10-17,2025-12-25,India,East,Organic Search,Basic,811.88,69,2.27,1.32,2432.72,-2.92,Medium Value,2
C00538,72260.313,5,18,2026-03-31,2026-06-24,United States,Central,Social Media,Premium,14452.06,85,2.79,1.79,72175.03,-85.28,Very High Value,4
C00539,610.223,1,1,2025-07-25,2025-07-25,India,West,Social Media,Standard,610.22,0,1.0,1.0,610.22,-0.0,Low Value,1
C00540,3459.2495,3,7,2025-05-27,2025-08-11,United Kingdom,East,Organic Search,Basic,1153.08,76,2.5,1.2,3459.24,-0.01,Medium Value,2
C00541,7026.6885,2,6,2025-05-28,2025-06-20,India,West,Organic Search,Standard,3513.34,23,1.0,2.0,7026.68,-0.01,High Value,3
C00542,8050.059000000001,2,8,2025-04-13,2025-04-20,India,South,Organic Search,Standard,4025.03,7,1.0,2.0,8050.06,0.0,High Value,3
C00543,19818.182,3,7,2025-02-20,2025-04-08,United Kingdom,South,Referral,Premium,6606.06,47,1.54,1.95,19838.0,19.82,Very High Value,4
C00544,3807.7294999999995,3,7,2026-05-07,2026-06-21,India,South,Referral,Standard,1269.24,45,1.48,2.03,3813.3,5.57,Medium Value,2
C00545,10006.5825,5,12,2026-01-05,2026-03-25,India,Central,Paid Search,Standard,2001.32,79,2.6,1.92,9990.59,-15.99,High Value,3
C00546,39729.18,12,35,2025-10-24,2026-06-27,Canada,South,Organic Search,Standard,3310.76,246,8.08,1.49,39858.9,129.72,Very High Value,4
C00547,2085.105,4,6,2025-10-11,2025-11-23,India,West,Paid Search,Basic,521.28,43,1.41,2.84,2087.41,2.3,Low Value,1
C00548,3089.267,1,2,2025-03-02,2025-03-02,India,North,Social Media,Standard,3089.27,0,1.0,1.0,3089.27,0.0,Medium Value,2
C00549,1744.98,1,3,2025-06-27,2025-06-27,India,East,Email,Basic,1744.98,0,1.0,1.0,1744.98,0.0,Low Value,1
C00550,36169.559,5,11,2025-04-01,2025-08-03,Canada,Central,Referral,Premium,7233.91,124,4.07,1.23,36213.68,44.12,Very High Value,4
C00551,1157.054,1,4,2026-04-30,2026-04-30,India,Central,Email,Basic,1157.05,0,1.0,1.0,1157.05,-0.0,Low Value,1
C00552,93395.289,9,27,2025-04-10,2025-10-09,United States,West,Referral,Premium,10377.25,182,5.98,1.51,93704.49,309.2,Very High Value,4
C00553,15496.653,3,8,2025-04-17,2025-05-26,United States,Central,Email,Premium,5165.55,39,1.28,2.34,15471.86,-24.79,Very High Value,4
C00554,2974.44,1,3,2025-05-15,2025-05-15,India,South,Email,Standard,2974.44,0,1.0,1.0,2974.44,0.0,Medium Value,2
C00555,59341.3475,7,24,2025-04-12,2025-08-03,India,Central,Email,Premium,8477.34,113,3.71,1.89,59442.26,100.91,Very High Value,4
C00556,26160.294,3,9,2025-02-04,2025-02-12,Australia,East,Organic Search,Premium,8720.1,8,1.0,3.0,26160.3,0.01,Very High Value,4
C00557,3889.96,1,4,2025-11-02,2025-11-02,India,West,Organic Search,Standard,3889.96,0,1.0,1.0,3889.96,0.0,Medium Value,2
C00558,13047.920000000002,5,15,2025-06-21,2025-09-15,Canada,North,Organic Search,Standard,2609.58,86,2.83,1.77,13071.65,23.73,Very High Value,4
C00559,8612.949,3,9,2025-07-14,2025-09-10,India,East,Social Media,Standard,2870.98,58,1.91,1.57,8609.21,-3.74,High Value,3
C00560,1255.04,1,4,2026-03-02,2026-03-02,India,North,Organic Search,Basic,1255.04,0,1.0,1.0,1255.04,0.0,Low Value,1
C00561,2581.653,2,7,2025-04-03,2025-04-22,Canada,West,Referral,Basic,1290.83,19,1.0,2.0,2581.66,0.01,Medium Value,2
C00562,7482.4555,4,7,2026-03-07,2026-05-23,United Kingdom,Central,Social Media,Standard,1870.61,77,2.53,1.58,7477.58,-4.88,High Value,3
C00563,7639.8730000000005,7,19,2025-02-22,2025-09-21,India,North,Referral,Basic,1091.41,211,6.93,1.01,7639.11,-0.76,High Value,3
C00564,7460.436,4,14,2025-02-13,2025-03-21,India,West,Paid Search,Basic,1865.11,36,1.18,3.39,7460.81,0.37,High Value,3
C00565,2054.13,1,3,2025-03-15,2025-03-15,Canada,Central,Paid Search,Standard,2054.13,0,1.0,1.0,2054.13,0.0,Low Value,1
C00566,4082.322,3,7,2025-12-12,2026-01-16,India,West,Organic Search,Basic,1360.77,35,1.15,2.61,4084.35,2.03,Medium Value,2
C00567,19204.6695,6,16,2025-04-21,2025-08-01,United States,Central,Paid Search,Standard,3200.78,102,3.35,1.79,19193.48,-11.19,Very High Value,4
C00568,2745.3599999999997,2,3,2025-06-14,2025-06-16,India,North,Paid Search,Standard,1372.68,2,1.0,2.0,2745.36,0.0,Medium Value,2
C00569,1137.04,1,2,2025-04-04,2025-04-04,India,North,Organic Search,Basic,1137.04,0,1.0,1.0,1137.04,0.0,Low Value,1
C00570,3476.1925,1,5,2025-11-18,2025-11-18,India,North,Social Media,Basic,3476.19,0,1.0,1.0,3476.19,-0.0,Medium Value,2
C00571,1821.555,1,5,2025-02-14,2025-02-14,India,North,Social Media,Basic,1821.56,0,1.0,1.0,1821.56,0.0,Low Value,1
C00572,4378.256,4,12,2025-12-25,2026-03-01,India,Central,Paid Search,Basic,1094.56,66,2.17,1.84,4370.36,-7.9,Medium Value,2
C00573,2116.716,2,7,2025-05-01,2025-05-30,India,East,Social Media,Basic,1058.36,29,1.0,2.0,2116.72,0.0,Low Value,1
C00574,997.848,1,2,2025-10-18,2025-10-18,India,North,Organic Search,Basic,997.85,0,1.0,1.0,997.85,0.0,Low Value,1
C00575,316.7,1,1,2026-02-18,2026-02-18,India,Central,Email,Basic,316.7,0,1.0,1.0,316.7,0.0,Low Value,1
C00576,1656.623,2,7,2025-10-21,2025-11-19,United Kingdom,West,Email,Basic,828.31,29,1.0,2.0,1656.62,-0.0,Low Value,1
C00577,3539.5460000000003,2,3,2025-08-09,2025-08-29,India,North,Affiliate,Premium,1769.77,20,1.0,2.0,3539.54,-0.01,Medium Value,2
C00578,9778.7775,1,5,2025-12-22,2025-12-22,India,South,Affiliate,Standard,9778.78,0,1.0,1.0,9778.78,0.0,High Value,3
C00579,531.029,1,2,2025-04-13,2025-04-13,India,South,Affiliate,Basic,531.03,0,1.0,1.0,531.03,0.0,Low Value,1
C00580,2183.544,1,4,2025-08-20,2025-08-20,Canada,South,Organic Search,Basic,2183.54,0,1.0,1.0,2183.54,-0.0,Low Value,1
C00581,605.68,1,2,2026-04-25,2026-04-25,India,North,Referral,Basic,605.68,0,1.0,1.0,605.68,0.0,Low Value,1
C00582,3066.0860000000002,2,5,2025-06-16,2025-06-21,United States,North,Social Media,Standard,1533.04,5,1.0,2.0,3066.08,-0.01,Medium Value,2
C00583,21072.436,9,20,2025-08-20,2026-02-16,India,South,Organic Search,Standard,2341.38,180,5.91,1.52,21033.08,-39.36,Very High Value,4
C00584,413.5,1,1,2026-05-07,2026-05-07,United Kingdom,North,Organic Search,Basic,413.5,0,1.0,1.0,413.5,0.0,Low Value,1
C00585,10854.948,2,9,2025-10-26,2025-11-19,India,West,Referral,Standard,5427.47,24,1.0,2.0,10854.94,-0.01,High Value,3
C00586,40058.7295,10,31,2025-09-14,2026-03-30,India,East,Organic Search,Standard,4005.87,197,6.47,1.55,40172.87,114.14,Very High Value,4
C00587,3394.8,1,4,2025-08-17,2025-08-17,United States,East,Organic Search,Basic,3394.8,0,1.0,1.0,3394.8,0.0,Medium Value,2
